trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
-7222.861400832	158.851908864	1.0	1.149852	60	60	2200.0
2196.273366144	11256.516374400002	1.0	1.901597	60	60	2800.0
-1245.075422976	9559.5838272	1.0	1.798115	60	60	2600.0
5264.83210176	-640.78445376	1.0	46.431666	60	60	1500.0
-15270.769096704	1834.2707454720005	1.0	1.739728	60	60	4400.0
12646.266994944	-91.94986944	1.0	50.77335	60	60	3500.0
12733.477346304	-15976.200898944	1.0	27.788104	60	60	4100.0
4715.809224192	-11086.840017792	1.0	9.780739	60	60	3700.0
1802.074209408	-4572.273442176001	1.0	0.506657	60	60	1200.0
-11475.808806528	2460.492245376	1.0	0.799694	60	60	2700.0
12272.4147744	1752.5386010880002	1.0	2.188517	60	60	3600.0
-159.724173312	-15534.352285056	1.0	0.225427	60	60	4000.0
-3960.309120768	-8285.08798656	1.0	0.559256	60	60	1900.0
-1510.4095776	-4106.432727936	1.0	1.392443	60	60	1200.0
-965.1815331840002	14135.642446464	1.0	15.258631	60	60	4400.0
5948.289921024	-8386.236866304	1.0	44.250361	60	60	2300.0
-1941.42408768	7896.482909568001	1.0	41.909172	60	60	1600.0
13730.768510976002	-9932.000512896	1.0	20.174232	60	60	4200.0
-12366.080204544	8684.720288640001	1.0	1.17201	60	60	3500.0
8899.308608256	11714.902607232	1.0	1.827201	60	60	4400.0
-11755.818569088	13968.809800704	1.0	42.481944	60	60	4500.0
12463.276535424	2955.925577088	1.0	0.839515	60	60	3200.0
5273.339094144	3077.102742912	1.0	1.438414	60	60	1800.0
-5746.610149632	-1074.641065344	1.0	1.457409	60	60	1600.0
-1958.697176832	3438.957303936	1.0	1.535007	60	60	1200.0
-3121.448216832	-7102.3537221120005	1.0	1.684007	60	60	2500.0
13669.682640768002	7468.362	1.0	1.388177	60	60	4800.0
-14969.335746816	-10205.5745088	1.0	33.17651	60	60	4400.0
-7963.82269056	-7236.189987840001	1.0	2.876309	60	60	2700.0
8800.490058624	-3904.833423744	1.0	0.675089	60	60	2900.0
6646.746826368	3798.045402624	1.0	1.211764	60	60	1500.0
-10467.007613568	829.0680456960001	1.0	1.964262	60	60	3300.0
3967.544731392	-15338.153939328002	1.0	1.27424	60	60	4200.0
-9735.256599552	4774.44889152	1.0	38.946294	60	60	3200.0
9811.352821248	4485.8854656	1.0	2.261331	60	60	2600.0
13934.107516032002	8704.618217856001	1.0	0.551344	60	60	5200.0
7343.571856896	13221.95992128	1.0	2.088077	60	60	3500.0
-1487.455504128	-7855.093800576	1.0	0.538301	60	60	2500.0
12481.5087936	12392.7937056	1.0	0.370539	60	60	4900.0
-6204.288271104	2555.8732362240003	1.0	0.583691	60	60	1700.0
-12531.766997376	7772.352597504	1.0	0.874921	60	60	3600.0
-8133.014634624	14997.489610752	1.0	2.237669	60	60	4100.0
2263.967202816	3985.104283776	1.0	50.505692	60	60	1200.0
9748.717152768	15993.599516928	1.0	0.894573	60	60	4400.0
4254.716074752	10334.341340928	1.0	56.280652	60	60	2500.0
6468.685787519999	-11541.012988032	1.0	0.419586	60	60	2700.0
4669.42310208	8568.696242304	1.0	2.102801	60	60	2700.0
15403.92460992	-9783.598074624	1.0	1.607449	60	60	5300.0
2901.990022272	13939.877014272	1.0	1.204531	60	60	3200.0
-2057.2678874880003	-998.834525568	1.0	1.147503	60	60	1200.0
-6945.033908736001	14359.754863872002	1.0	0.415303	60	60	4200.0
-4267.878899328	-5083.29005184	1.0	21.227316	60	60	2000.0
-4060.518143616001	-16078.857734016	1.0	30.39006	60	60	5200.0
-11166.12756864	4848.741038592	1.0	0.964054	60	60	3500.0
4517.108348544	7202.593322496	1.0	0.313063	60	60	2300.0
-3104.640228096	-1636.32465216	1.0	1.532057	60	60	1200.0
-9383.861165184	-10202.18683968	1.0	1.289972	60	60	3600.0
14730.576689664	-8506.878120576	1.0	1.723629	60	60	4700.0
10194.283351296	-4415.6376	1.0	0.838767	60	60	3100.0
-15726.709126656	3335.667996672	1.0	3.942277	60	60	5000.0
11336.236838784002	-10185.219525888	1.0	1.720643	60	60	4600.0
11251.855714176	-10027.915805952	1.0	1.556416	60	60	3300.0
8477.052148224	9366.885804672	1.0	1.741181	60	60	3700.0
-14029.816813056	-3484.47920832	1.0	0.299201	60	60	3500.0
-1415.921772672	-7154.829601920001	1.0	1.432751	60	60	2200.0
-3151.243611648	-938.247552	1.0	2.037438	60	60	1200.0
-4880.055654144	-8153.585269632001	1.0	2.195582	60	60	2000.0
-11293.816140288	-7096.817578752	1.0	0.978325	60	60	2900.0
-3266.5482812160003	-4491.382984704	1.0	0.309865	60	60	1600.0
-13149.238493952	-8992.969210367999	1.0	0.536932	60	60	3500.0
10231.142156928	254.71087488	1.0	1.112793	60	60	2700.0
5539.57930944	2997.2084693760003	1.0	45.902464	60	60	1700.0
5034.238856064	15930.152739072	1.0	1.520113	60	60	4600.0
-11141.108706816	11370.00731328	1.0	0.783854	60	60	4300.0
9938.883677184	4715.9315343359995	1.0	1.036862	60	60	2700.0
-5953.311074304	7737.738826752	1.0	1.013379	60	60	2100.0
-8939.062623744001	10943.946364032	1.0	2.007132	60	60	3200.0
1475.250239232	1288.427931648	1.0	0.341572	60	60	1200.0
-7918.851181824	2508.542429184	1.0	1.245352	60	60	2500.0
-873.580891392	14104.40347008	1.0	1.238422	60	60	4500.0
-169.33517568	8045.289293184001	1.0	1.766162	60	60	2600.0
-2584.233096192	-1625.189601024	1.0	1.932426	60	60	1200.0
10085.651021952	-4230.809269632001	1.0	0.203263	60	60	3200.0
-5673.895159680001	-1617.524295552	1.0	1.734744	60	60	1400.0
-14435.933162112	-1288.136640384	1.0	1.26937	60	60	2800.0
-2278.604186496	12498.35862528	1.0	58.269871	60	60	3600.0
9336.229410816	13572.008334720002	1.0	1.535066	60	60	5200.0
-7794.883413504001	10376.316251136	1.0	2.02136	60	60	3800.0
-5400.04113792	-13260.308979456	1.0	1.666953	60	60	4500.0
10176.506537472	2940.0687106560003	1.0	3.695641	60	60	3200.0
13208.925844224	-10931.398308864	1.0	0.752163	60	60	4300.0
7026.125534208	-2545.830929664	1.0	15.750964	60	60	1500.0
-13491.365716224	-10391.59858176	1.0	0.47913	60	60	4900.0
-3862.76356224	-8586.281544192001	1.0	0.495925	60	60	2100.0
-8777.123993088	-8590.36444992	1.0	0.230029	60	60	3400.0
7672.256228736	10037.839021056	1.0	0.975997	60	60	3300.0
11507.995686528	12821.889877632	1.0	2.209931	60	60	4900.0
8219.94978816	13633.868299392	1.0	14.366491	60	60	4600.0
8181.135629568001	13710.791723904002	1.0	1.640543	60	60	5000.0
-9383.075805312	-12156.802720128	1.0	1.985895	60	60	4900.0
2979.143582976	2142.798083712	1.0	12.133252	60	60	1200.0
7735.012598016001	5510.96517312	1.0	1.458865	60	60	2100.0
-1758.0506042880002	9449.676897408	1.0	1.887181	60	60	2000.0
10887.58230912	-4011.143469696	1.0	1.043987	60	60	2600.0
-284.776639488	14520.721450752	1.0	1.838709	60	60	3000.0
-14180.284039680002	9880.749343872	1.0	0.97357	60	60	3400.0
-4973.985016704	-2941.44630912	1.0	1.456907	60	60	1800.0
-12932.147644416002	9747.349210368	1.0	0.771134	60	60	3700.0
6865.146072576001	13035.697665408	1.0	4.388527	60	60	4600.0
6720.26648832	-13925.994812928	1.0	0.609257	60	60	4900.0
-1492.463782656	-2567.389701888	1.0	0.344758	60	60	1200.0
-3458.9421377280005	-11787.79301568	1.0	24.692133	60	60	2600.0
-4218.298229376	-5735.690750592	1.0	2.219943	60	60	1800.0
-15831.910334592	-12000.739804416	1.0	58.55273	60	60	5100.0
-7296.960426624	-4255.142550912	1.0	53.132118	60	60	2500.0
-13680.931955328	2367.542973312	1.0	26.849941	60	60	2900.0
6927.65460288	-15281.377892352	1.0	1.823552	60	60	3300.0
-11888.142051456	-7428.936290688	1.0	0.601421	60	60	3600.0
11024.709683328	13922.296540416	1.0	2.197711	60	60	4900.0
-1858.15662912	4067.81008128	1.0	0.244811	60	60	1200.0
6463.844880768001	-4288.843823616	1.0	1.627209	60	60	1500.0
10737.126347904	-8610.275253888001	1.0	0.718812	60	60	3300.0
861.8439456000001	2487.7641888000003	1.0	33.226178	60	60	1200.0
6325.143568128	3613.955761152	1.0	1.093898	60	60	1900.0
-3038.484924288	-2580.515511552	1.0	0.826308	60	60	1200.0
7348.773256703999	15262.857561600002	1.0	2.016803	60	60	4400.0
-6983.915659775999	12012.249832704	1.0	58.59548	60	60	3500.0
-5281.205567616	-3564.883643904	1.0	1.685924	60	60	1900.0
-7149.204944640001	-13913.07660864	1.0	19.041662	60	60	3600.0
-9648.511348608	13819.322664576	1.0	1.837931	60	60	3700.0
-12989.110375296	-3974.17844736	1.0	0.573089	60	60	3500.0
-10760.397462144	-4340.4168614400005	1.0	42.75667	60	60	2600.0
-2106.531516672	12816.302235264	1.0	1.673564	60	60	4000.0
-3930.14679552	-13294.359479808	1.0	52.687727	60	60	3100.0
6231.346171776	8816.293816704	1.0	1.330709	60	60	2500.0
8627.763995136	71.710759296	1.0	1.846354	60	60	1900.0
4084.927064064	-4911.885259776	1.0	0.785871	60	60	1800.0
7722.05898816	-372.878567424	1.0	1.194402	60	60	2200.0
-6136.467296256	-9631.716234624	1.0	1.50603	60	60	3600.0
-2054.7331706880004	-7250.225076864	1.0	0.547356	60	60	2100.0
11352.90803328	12995.222663808	1.0	11.612872	60	60	4600.0
-6054.327987840001	-11889.429526656	1.0	0.899489	60	60	4200.0
-8172.488624256	-41.942723328	1.0	1.308605	60	60	1800.0
9280.51553088	-6852.1425730559995	1.0	0.828404	60	60	3600.0
-11800.687079808002	-4197.980261376	1.0	0.53772	60	60	2700.0
12423.921637248	5153.42526336	1.0	2.012847	60	60	4300.0
6235.036397568	-8861.453618688	1.0	19.348657	60	60	3500.0
8575.901275392	7063.304599296	1.0	1.614319	60	60	3200.0
-3235.944995712	13765.89405312	1.0	0.874805	60	60	3200.0
-411.75388108800007	15062.201332992	1.0	1.624415	60	60	4400.0
-6518.659137408	8517.04273728	1.0	1.33642	60	60	3100.0
-6670.531321344	15448.530797568	1.0	0.792214	60	60	4100.0
2539.956824064	14496.323795712	1.0	50.537674	60	60	4300.0
640.4802877440001	13117.943190528	1.0	1.46718	60	60	2600.0
15400.709140608	-10543.549623552	1.0	0.946228	60	60	4000.0
-15676.014790656	9687.063184128	1.0	0.72263	60	60	4700.0
2468.715993216	9010.728321408002	1.0	1.152377	60	60	2200.0
2208.71198592	-1247.9658048	1.0	0.447629	60	60	1200.0
-5813.119509120001	-14391.191789568002	1.0	2.160529	60	60	4100.0
8051.39514432	-15540.575618304	1.0	0.436765	60	60	4500.0
15438.861858816	11681.980257024	1.0	1.024791	60	60	3800.0
1117.916325504	12704.285455488	1.0	20.761285	60	60	2700.0
7019.715517056001	13928.231801088	1.0	0.883797	60	60	3800.0
-2571.678603648	-12152.589457536	1.0	0.694741	60	60	2900.0
-8585.95484736	-3188.538549504	1.0	1.556217	60	60	1900.0
-14658.91903872	15952.16373696	1.0	1.099188	60	60	6700.0
10315.837103616	-6456.364649856	1.0	48.804816	60	60	2400.0
15449.668603776	9830.558732544	1.0	20.422637	60	60	4900.0
8767.419648768	-14246.115865344002	1.0	1.306528	60	60	4300.0
-5262.570973440001	-13239.1879488	1.0	1.735929	60	60	3500.0
-2205.3790344960003	3445.988527872	1.0	1.957137	60	60	1300.0
10819.392794496	8604.595878912	1.0	2.259561	60	60	3500.0
2443.39457472	11840.73238656	1.0	0.869039	60	60	2700.0
-9751.881123072	-11901.370859136	1.0	4.126747	60	60	4200.0
-6578.40281472	10195.456563072	1.0	1.050353	60	60	3100.0
-4659.808881024001	-3671.415779328	1.0	1.423391	60	60	1700.0
14511.94569792	7351.240381056	1.0	2.198337	60	60	4000.0
-2266.577558784	-3582.048907008	1.0	9.026587	60	60	1200.0
7128.124147584	984.57251904	1.0	1.507747	60	60	2200.0
-12341.209402368	-7432.595938944001	1.0	11.237841	60	60	3200.0
518.968378368	12125.249921664	1.0	26.489454	60	60	3300.0
5631.226622208001	4976.500421376	1.0	1.624529	60	60	1500.0
7750.137212928001	-4452.430422528	1.0	1.515213	60	60	1800.0
7652.934444672001	10467.990922752	1.0	1.938172	60	60	3800.0
-5919.41668032	-3470.4087137280003	1.0	0.428815	60	60	1600.0
-475.1781281280001	254.73018700800003	1.0	0.327775	60	60	1200.0
-2687.767023744	-11172.091797504	1.0	0.746755	60	60	2500.0
-2143.277668224	-11131.8726816	1.0	0.232517	60	60	3200.0
-4175.94995136	-6856.70667264	1.0	3.098509	60	60	1800.0
8733.312821376001	-6414.890245632	1.0	1.479428	60	60	2300.0
6239.44278144	-14840.248655232002	1.0	0.70006	60	60	4000.0
4105.016505216	2437.121351808	1.0	5.10857	60	60	1200.0
-159.14159078400002	3013.9295535359997	1.0	1.90143	60	60	1200.0
-3573.67709952	-15502.675567104	1.0	1.235899	60	60	3700.0
-2642.05199808	-8016.924605184001	1.0	0.582108	60	60	2300.0
3401.570633472	-1672.335333504	1.0	2.130185	60	60	1200.0
-16070.059450368	-6921.635656320001	1.0	1.933911	60	60	4800.0
6451.749051264	2031.20134272	1.0	1.239764	60	60	1600.0
-6454.521950976	-8393.322807936	1.0	27.215749	60	60	3100.0
-10449.161597952	-15514.517120256	1.0	56.904362	60	60	4000.0
-12917.541238272	-9411.89432832	1.0	0.404688	60	60	3200.0
11929.352523264	-3345.8873310720005	1.0	0.818379	60	60	2900.0
-15552.673057152	-1281.34359936	1.0	0.817492	60	60	4200.0
10078.904651904	13229.5721184	1.0	1.048532	60	60	3600.0
-12555.186171264	-1158.1965964800002	1.0	53.847888	60	60	3700.0
15417.148589568002	-3209.950871424	1.0	1.702808	60	60	4200.0
9890.999255808	7522.635517056001	1.0	26.435689	60	60	2400.0
-3290.427727488	-2166.548782464	1.0	1.909248	60	60	1200.0
-2855.484808704	-3932.09410176	1.0	9.615757	60	60	1500.0
10285.28531712	7379.030533248001	1.0	2.122893	60	60	3500.0
10392.696154368	7066.333384704	1.0	1.965233	60	60	3300.0
-9519.76060992	-7604.243741952	1.0	1.177327	60	60	2800.0
10454.324373504	-11335.737942144002	1.0	2.00075	60	60	3300.0
-1020.296737152	-11643.6440736	1.0	2.059249	60	60	3700.0
-4346.2732642559995	9768.940169472	1.0	42.551508	60	60	3200.0
3632.488966656	10411.359716736	1.0	0.764792	60	60	2200.0
-13699.6615008	5294.8705075200005	1.0	1.791482	60	60	4000.0
12762.538880256	-1793.367658368	1.0	0.251628	60	60	3300.0
13762.4259168	7235.942148864	1.0	1.644324	60	60	3400.0
9717.54898752	13139.954188416	1.0	39.723313	60	60	4000.0
11371.236852096	-11917.430502912	1.0	0.675672	60	60	4900.0
-11652.250845312	3392.2509223680004	1.0	1.752079	60	60	2600.0
-10986.494200704	10654.904962944	1.0	0.586368	60	60	3000.0
12019.556254464002	13354.754941440002	1.0	0.451265	60	60	4400.0
-2800.488696192	-11491.696250496	1.0	1.717169	60	60	3700.0
-3542.040615168	5916.368582784	1.0	0.963486	60	60	1700.0
-12299.22644544	12594.51692928	1.0	0.552618	60	60	4000.0
-5490.112902912	4051.5637536	1.0	1.943823	60	60	2000.0
7478.832392064	-9178.890285312	1.0	34.872091	60	60	3700.0
-9455.12130816	12758.459193216	1.0	0.280342	60	60	3100.0
12120.413842944	14636.853323136002	1.0	0.45147	60	60	4700.0
9602.38433088	8681.948998272	1.0	1.417713	60	60	3500.0
-14746.887391104	12216.858610176	1.0	1.855154	60	60	5800.0
12330.52818624	2558.721775104	1.0	1.763244	60	60	3700.0
-14161.544838144	-15100.420034304	1.0	0.421455	60	60	4600.0
8269.752547584001	-1532.5380576	1.0	0.852009	60	60	2600.0
-13861.47299328	-7361.443622016	1.0	18.423505	60	60	3900.0
1182.85979328	-13317.598407168	1.0	52.050033	60	60	2600.0
-3289.5619004160003	5023.222896384	1.0	1.576684	60	60	1700.0
2129.796193536	76.482464256	1.0	20.531469	60	60	1200.0
2848.439100672	-603.0211968	1.0	1.180836	60	60	1200.0
-9100.063006848	-9104.768728704	1.0	0.547105	60	60	4100.0
-9796.365000576	9075.816630144	1.0	1.052392	60	60	3800.0
-9012.562973568	1681.7660893440002	1.0	0.540086	60	60	2100.0
-3378.5698890240005	4881.63120192	1.0	38.886853	60	60	1300.0
15658.715952	7676.817109631999	1.0	1.060277	60	60	4100.0
-4593.125712384	-13321.57831488	1.0	38.073148	60	60	3500.0
-11217.647498112	11486.984091264	1.0	0.950605	60	60	4600.0
-12021.263768448	-3314.7288218880003	1.0	1.963897	60	60	3100.0
15821.578346112	-7055.404329600001	1.0	2.185978	60	60	4800.0
232.34099328	186.774027264	1.0	0.214892	60	60	1200.0
-6272.255696256	-714.262272768	1.0	1.556108	60	60	1900.0
-11646.996337152	2241.689053824	1.0	1.765704	60	60	3100.0
-3361.786040448	11440.968118272	1.0	0.967919	60	60	2600.0
5707.499871744	-10015.211644416	1.0	1.877944	60	60	2800.0
-13866.362180352002	15580.394007552	1.0	0.370677	60	60	5700.0
-11846.223468288	2061.492415488	1.0	1.568171	60	60	3700.0
2377.34709696	11511.640850688	1.0	0.316827	60	60	3700.0
-14353.782588288	-14024.991999744	1.0	9.17486	60	60	5200.0
-4324.8931292160005	-13163.415205248	1.0	11.450662	60	60	2800.0
9494.806121856	-11955.308023296	1.0	1.944679	60	60	4200.0
-9974.451788928	6191.513298432	1.0	1.703274	60	60	3000.0
3650.083924608	-11223.71794368	1.0	35.591483	60	60	3800.0
-530.72946432	11518.763807232	1.0	0.668171	60	60	2400.0
10929.24017856	-11867.754881664	1.0	1.839426	60	60	3300.0
-7344.965548800001	-407.796504192	1.0	56.420401	60	60	2000.0
12442.662448128	7464.518886528001	1.0	2.123738	60	60	3300.0
-717.522803712	-10290.51568512	1.0	1.841438	60	60	2800.0
-15987.44055744	6694.270754688001	1.0	30.985516	60	60	5200.0
15813.108368640002	-8909.95602816	1.0	0.999313	60	60	5500.0
-10002.924302976	-1165.128041088	1.0	1.933732	60	60	2100.0
-2299.3856455679997	1447.6403335680002	1.0	1.157344	60	60	1200.0
7724.674172160001	10915.403038848	1.0	1.823175	60	60	3000.0
15108.090167808	-15129.048654720002	1.0	2.195559	60	60	4800.0
13308.521707008	-1575.391669632	1.0	52.960074	60	60	3800.0
1802.84347584	-2520.56261952	1.0	1.814787	60	60	1200.0
10483.221754368	-12658.050611712	1.0	1.961117	60	60	5000.0
4186.024444799999	-1993.296463488	1.0	0.825249	60	60	1200.0
-4022.212537728	3509.169763968	1.0	1.741551	60	60	1400.0
8055.132041088	3314.633870592	1.0	1.935257	60	60	2400.0
-2305.586448	10420.026034176	1.0	0.700869	60	60	2900.0
-9636.463799424	12204.136745856002	1.0	0.734739	60	60	4300.0
-14174.255437056	-6515.524135296	1.0	28.032954	60	60	3300.0
1707.967819008	-11928.657286656002	1.0	0.630688	60	60	2900.0
6941.354948351999	-10115.776332288	1.0	1.619393	60	60	3900.0
-13425.923351808002	-13881.277580544	1.0	0.5734	60	60	5700.0
9112.139524224	-5235.490541952	1.0	8.832323	60	60	2300.0
-3366.094254336	-4708.205073792	1.0	2.082045	60	60	1400.0
-1163.513869056	11819.870460288	1.0	0.273964	60	60	3100.0
-13865.618663424	3877.503543936	1.0	0.639973	60	60	3800.0
8966.260537344	5464.8783889920005	1.0	1.285286	60	60	2300.0
2815.9721948160004	161.413984512	1.0	1.261506	60	60	1200.0
13273.293166848	15043.354305408	1.0	0.481613	60	60	4100.0
15085.577054592	12427.767969408	1.0	1.197449	60	60	6200.0
13928.941521792	8924.341954176	1.0	52.074761	60	60	4200.0
-9232.680999168	-5914.326325248	1.0	1.727774	60	60	3200.0
12232.750882176	-5249.22146496	1.0	7.34519	60	60	3400.0
-4496.653586304	-12346.788998016	1.0	1.166754	60	60	3400.0
-7631.628339456	-254.152432512	1.0	0.361397	60	60	2000.0
-10945.766532096	-636.7900619520001	1.0	1.170656	60	60	2700.0
-8202.016867968001	14619.78783936	1.0	2.088737	60	60	3500.0
-2060.884083456	-59.63424192	1.0	1.841896	60	60	1200.0
9642.067535232	9656.818782336	1.0	1.777273	60	60	2700.0
3695.275913472	-6966.668320128	1.0	2.185469	60	60	1800.0
-4164.484984704	10308.181454208	1.0	0.324065	60	60	3300.0
671.638796928	15686.053878528	1.0	0.526397	60	60	4700.0
6110.811134208	1156.566331008	1.0	2.055504	60	60	1700.0
12867.90424128	-8955.925330176	1.0	1.37044	60	60	4000.0
-3162.085762176	-5307.360626304	1.0	50.823983	60	60	1800.0
1732.759763328	15800.70837312	1.0	1.191066	60	60	4900.0
4221.972361728001	14521.696713216004	1.0	1.573922	60	60	4600.0
-12263.059657728	-14278.079046528002	1.0	1.206968	60	60	4400.0
13142.783415168	10458.31393728	1.0	0.861605	60	60	4200.0
-7419.441161088001	-10720.57263552	1.0	1.975043	60	60	3700.0
7480.428861312001	14755.259198592	1.0	1.687448	60	60	4100.0
-3361.05057024	1712.868271488	1.0	1.872058	60	60	1200.0
-1304.490794112	13838.179348224	1.0	43.075552	60	60	3500.0
-8663.053690368	6311.620250496	1.0	0.234104	60	60	2300.0
-11210.722490880002	4827.629664	1.0	1.712319	60	60	3600.0
10187.572386816	6004.8969868799995	1.0	31.03095	60	60	3700.0
-8392.268687616	-13164.34540608	1.0	0.991406	60	60	3800.0
5583.678553728	-10679.782202496	1.0	2.189414	60	60	3500.0
-9821.099008512	-9646.811881344	1.0	0.258153	60	60	3800.0
-10915.419132288	-1443.673300608	1.0	1.72846	60	60	2400.0
-12094.757680896	2935.174695552	1.0	1.355357	60	60	3600.0
-8832.356679168	8859.968194175999	1.0	0.813839	60	60	2800.0
2142.355514112	11828.913364224	1.0	1.760781	60	60	2600.0
10111.43593152	14787.298018944002	1.0	1.59951	60	60	4200.0
14890.999318272	10267.13996352	1.0	7.910979	60	60	5200.0
6609.208877568	3666.916053504001	1.0	1.923527	60	60	1800.0
15955.451626752	6670.220717952	1.0	0.748261	60	60	3900.0
-2835.8154063360003	-12037.384567296	1.0	1.261352	60	60	2500.0
-11014.496786304	-7812.6409152	1.0	0.720012	60	60	4300.0
15430.428896256002	-9823.289325696	1.0	2.083792	60	60	3600.0
-7343.00214912	1856.415318912	1.0	0.90312	60	60	2300.0
10335.29568192	5748.816560256	1.0	0.723556	60	60	3200.0
-15683.40328896	14439.843868032	1.0	0.817388	60	60	6800.0
-5757.775778304001	-8429.336707968	1.0	1.597042	60	60	2100.0
11012.232439296	-9419.865409152	1.0	0.936655	60	60	3700.0
-8334.166541184	-15168.72703104	1.0	0.450789	60	60	3500.0
-14508.665854848	-5325.003864576	1.0	1.887352	60	60	4500.0
7488.876307968	-11548.985678208	1.0	1.571153	60	60	2900.0
