trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
-5461.97674176	1328.516690688	1.0	53.317697	60	60	1300.0
-1789.318548864	-1875.944708352	1.0	1.051297	60	60	1200.0
-6189.036518016001	-5240.075563008	1.0	1.612551	60	60	2300.0
-3638.037984768	-5741.20597248	1.0	20.866433	60	60	1700.0
5195.470984704	1920.295010304	1.0	0.273092	60	60	1800.0
4315.727915136	-7616.185074432001	1.0	0.25392	60	60	2500.0
3618.936680832	-2296.149254784	1.0	0.997477	60	60	1200.0
4821.811885440001	5748.011888256	1.0	0.609452	60	60	2300.0
4276.842945408	2285.012594304	1.0	1.918293	60	60	1400.0
5009.89591872	4218.272479872	1.0	1.150651	60	60	1800.0
-4631.653407744	7919.445029760001	1.0	0.831444	60	60	2900.0
6155.46721152	-7318.433903616	1.0	1.156553	60	60	2400.0
7328.687034240001	-2475.634563072	1.0	1.724148	60	60	2100.0
4319.992676736	-1691.4833084160002	1.0	1.947504	60	60	1200.0
2756.152878336	2673.16866432	1.0	0.838427	60	60	1200.0
1711.550218752	5061.16157184	1.0	0.361828	60	60	1500.0
2284.513697664	1289.699313408	1.0	11.452354	60	60	1200.0
-126.858150144	-4239.198779904001	1.0	1.025635	60	60	1300.0
5704.895953152	1977.961024512	1.0	1.716146	60	60	1300.0
30.801234816	-6970.596728832001	1.0	0.7371	60	60	1500.0
2862.144274176	-6714.567801216001	1.0	1.420552	60	60	1900.0
-2819.6398897920003	3164.222971008	1.0	1.295754	60	60	1200.0
4371.462716544001	2156.821907328	1.0	1.0302	60	60	1200.0
7315.263495935999	-6145.638947712	1.0	1.421175	60	60	3000.0
7714.607725440001	4717.11601152	1.0	0.852318	60	60	1800.0
-3271.6064494079997	4545.189792	1.0	0.376564	60	60	1300.0
2940.210332928	339.541006464	1.0	0.833158	60	60	1200.0
-72.515431296	1189.9891872	1.0	0.827247	60	60	1200.0
1208.163508992	-3477.1486464000004	1.0	1.962899	60	60	1200.0
6133.438510848	-1372.8106656	1.0	0.910976	60	60	1400.0
7523.655841152	6364.126707840001	1.0	1.928804	60	60	2600.0
-7341.928716672	-7858.653669504	1.0	30.613388	60	60	2300.0
4507.218929664	-4868.20122624	1.0	57.873435	60	60	1300.0
-5538.633015168	-2631.512404224	1.0	0.664639	60	60	1500.0
3339.062103168	1751.39274816	1.0	0.863596	60	60	1200.0
-6745.538017152	-7438.201284096	1.0	1.256373	60	60	3100.0
52.477489152	1019.952337536	1.0	1.994545	60	60	1200.0
3131.175091968	5758.017179904001	1.0	1.362717	60	60	1900.0
7742.608701696001	-401.545812096	1.0	1.294746	60	60	1700.0
5916.803105664	3918.332601216	1.0	6.055826	60	60	2200.0
3800.018458368	7253.434108800001	1.0	0.596925	60	60	2000.0
5011.139941632	3975.810322176	1.0	0.943919	60	60	1800.0
-553.657788288	-6013.085329152001	1.0	25.008163	60	60	1700.0
-534.47923584	5976.760825728	1.0	34.074738	60	60	1300.0
-3890.57302656	2263.17218688	1.0	1.098883	60	60	1200.0
7447.852520064001	8013.478999680001	1.0	1.185578	60	60	3400.0
-4961.715378047999	-4306.59649728	1.0	0.723954	60	60	1700.0
-2292.994940544	-6039.517195008	1.0	1.280672	60	60	2100.0
-5332.736762496001	2586.389617152	1.0	0.310116	60	60	1300.0
-6766.860215808	2489.006602368	1.0	0.485366	60	60	1800.0
-1368.286799616	6954.422821632001	1.0	6.999546	60	60	1700.0
-585.931572864	-6082.143889536001	1.0	4.576977	60	60	1400.0
-7435.62794304	-2192.937196032	1.0	27.373382	60	60	2200.0
636.215526144	6249.076314624	1.0	1.055998	60	60	1500.0
5478.652764288	-1068.3565770240002	1.0	2.224799	60	60	1400.0
2598.39049536	-6886.840029696	1.0	0.443061	60	60	1600.0
3831.830361216	-2535.243055488	1.0	0.332446	60	60	1200.0
7204.3233672960005	1294.458143616	1.0	0.615328	60	60	1700.0
5293.729482624	5708.81792448	1.0	1.701277	60	60	1500.0
-5451.284260224001	1365.575054976	1.0	0.426595	60	60	1600.0
354.504686976	-252.45618393600003	1.0	1.901693	60	60	1200.0
-4061.577091968	4580.880213888	1.0	0.839598	60	60	1300.0
-6753.858325632001	-3633.662178432	1.0	0.454149	60	60	1800.0
-6901.364359296	-4399.39127232	1.0	1.39836	60	60	1700.0
-79.2199584	-1342.6998393600002	1.0	42.011464	60	60	1200.0
1940.347436544	-757.495689984	1.0	1.41536	60	60	1200.0
1574.240988672	-3540.585768192	1.0	1.634426	60	60	1200.0
3856.289171328	-615.0510432	1.0	4.862326	60	60	1200.0
5504.1898348800005	-7315.62720768	1.0	0.468465	60	60	2300.0
5907.279007872	1697.4958176	1.0	0.460479	60	60	1800.0
7195.692455424	-2669.2531303680003	1.0	0.81126	60	60	1500.0
-3511.09775808	-3703.564035072	1.0	48.178865	60	60	1200.0
6701.472569088	-2080.569579264	1.0	11.723588	60	60	1800.0
-1796.576690304	8009.49587328	1.0	0.704272	60	60	2500.0
3815.814169728	-2994.857217792	1.0	1.828814	60	60	1500.0
-261.651975552	-137.1161088	1.0	0.457035	60	60	1200.0
5902.178996736	3384.2766228480004	1.0	0.875375	60	60	2000.0
2680.69234752	-2087.5155079680003	1.0	48.867311	60	60	1200.0
-3224.814772608	-1124.503370496	1.0	1.468359	60	60	1200.0
2283.47406144	-2034.3315168	1.0	1.806847	60	60	1200.0
-1271.401072128	7487.500318848	1.0	56.088329	60	60	2100.0
-6004.5622433280005	1364.762336256	1.0	0.642271	60	60	1800.0
-2152.021234176	5715.8652418560005	1.0	1.189727	60	60	1200.0
-2979.943426944	253.71469094400004	1.0	30.12339	60	60	1200.0
-3278.809873152	182.881024128	1.0	5.75603	60	60	1200.0
-4697.092553472	-546.048809856	1.0	2.200601	60	60	1200.0
-6050.653855488	2545.167879936	1.0	1.602903	60	60	1900.0
6725.517777792001	-1203.7796559360002	1.0	0.910522	60	60	1800.0
5273.604635904	3906.565077888	1.0	11.452294	60	60	1700.0
3676.937438592001	-3574.5960349439997	1.0	0.428439	60	60	1400.0
-1972.7338752	5529.303648	1.0	0.277129	60	60	1200.0
-6521.491582848	1274.637462912	1.0	0.473556	60	60	1300.0
-5549.169390336	-4480.078952448001	1.0	1.374441	60	60	1400.0
-580.895935488	-225.79740057600003	1.0	1.756119	60	60	1200.0
5081.901187968	-4997.27866176	1.0	0.700605	60	60	2000.0
3475.368711936	-5583.873284352	1.0	1.260152	60	60	2000.0
-2944.075977216	4396.446172800001	1.0	16.425189	60	60	1600.0
7424.895227904	-7200.628313472	1.0	1.555587	60	60	3300.0
7374.606446592	-7813.492258176	1.0	1.510402	60	60	2800.0
6274.529699328	6622.291234943999	1.0	2.00446	60	60	1900.0
-6464.95210944	7852.063405824	1.0	1.285016	60	60	2100.0
-4832.60253696	-5302.55512512	1.0	0.252734	60	60	1600.0
2903.0006903040003	1385.802899712	1.0	1.810038	60	60	1200.0
7501.385738880001	3062.8890167040004	1.0	0.23388	60	60	2200.0
-5151.798216576	-7596.28070784	1.0	1.697088	60	60	2400.0
-1484.407406592	5533.327008	1.0	57.324093	60	60	1500.0
2157.528409344	1960.995320064	1.0	36.485406	60	60	1200.0
5101.721868672	5810.8986144	1.0	0.254168	60	60	1700.0
-4913.63300736	-274.06323648	1.0	1.915848	60	60	1200.0
-929.89505664	-4336.2969408	1.0	1.150203	60	60	1300.0
3747.331754496	-2046.227787648	1.0	0.991214	60	60	1200.0
-7380.532051200001	-2968.49133504	1.0	0.519567	60	60	1600.0
3472.8533072640003	2877.529602816	1.0	0.443941	60	60	1200.0
-5169.82447872	-4508.482264704	1.0	1.402541	60	60	1600.0
1599.111790848	4968.096427008	1.0	16.562323	60	60	1500.0
-761.657453568	5405.247365759999	1.0	1.927665	60	60	1200.0
617.185033344	4361.7953871360005	1.0	1.028916	60	60	1200.0
-4263.886116864	-1547.28769536	1.0	2.040248	60	60	1200.0
-4672.619259264	4103.711327232	1.0	2.120152	60	60	1600.0
6213.514640256	6270.17320512	1.0	1.294366	60	60	2700.0
5124.082094208	6024.954241152001	1.0	1.247639	60	60	2000.0
-209.40623193600004	1422.109700352	1.0	0.710482	60	60	1200.0
7632.272077056	-7917.731078400001	1.0	0.433197	60	60	2200.0
-7684.564491648	3879.362336256	1.0	8.097754	60	60	1700.0
-3577.9386424320005	7239.745028736	1.0	50.691998	60	60	1700.0
7763.023230336	6617.424578688	1.0	1.832785	60	60	3200.0
-8029.200681216	6476.3993733120005	1.0	51.597254	60	60	2700.0
4273.297560576	6110.515014912	1.0	1.057937	60	60	2100.0
620.59523328	-3956.4515232	1.0	0.338713	60	60	1200.0
7670.201096448	5533.059856896	1.0	1.658551	60	60	2400.0
3424.1223709440005	-2872.827099648	1.0	1.663813	60	60	1200.0
7135.486896384	3512.65882176	1.0	1.323543	60	60	2300.0
1995.415969536	-4721.174777088	1.0	1.12872	60	60	1200.0
-1654.7258914560002	-6096.687531264	1.0	0.578152	60	60	1600.0
-2899.32977664	8023.394168064	1.0	0.374459	60	60	2500.0
6971.816611584	-6283.364997888	1.0	1.943055	60	60	1900.0
-6281.4804560640005	-5243.00939712	1.0	1.725747	60	60	2200.0
3902.139381888	986.827209984	1.0	29.376952	60	60	1300.0
-442.51327296000005	-5558.527725696	1.0	2.247163	60	60	1400.0
5423.469967872001	503.21772864	1.0	1.814352	60	60	1200.0
5916.1126970880005	2918.25566208	1.0	0.630783	60	60	1900.0
1739.995373952	-1941.8135489280005	1.0	1.015632	60	60	1200.0
5510.183031936	-6276.45769344	1.0	1.479495	60	60	1700.0
-4572.987990912	7767.112573440001	1.0	1.435757	60	60	2800.0
-4714.249769856	-2665.344033792	1.0	0.986234	60	60	1700.0
-7183.337521536	1475.6477472	1.0	2.400286	60	60	2100.0
1715.08594752	4234.399716096	1.0	1.869284	60	60	1400.0
7701.388573824001	4908.92567616	1.0	0.633928	60	60	2800.0
6717.45818304	7898.784271488	1.0	1.668321	60	60	3100.0
2354.2739320319997	-854.77087872	1.0	1.358867	60	60	1200.0
843.6438743040001	3644.539734528	1.0	1.556719	60	60	1200.0
-1611.8095150080003	-2696.076066816	1.0	2.169386	60	60	1200.0
7872.252626304	1834.565255424	1.0	1.478302	60	60	1700.0
-2175.6206545920004	-5078.235102336001	1.0	0.680964	60	60	1400.0
-7468.041740543999	7236.067677696001	1.0	25.015323	60	60	3100.0
4062.940206336	-7026.070816512	1.0	1.072535	60	60	2300.0
6038.815521024	5978.458683648	1.0	57.727515	60	60	2500.0
