trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
2239.41022272	5660.700148224	1.0	1.675843	60	60	1400.0
-24264.139033728003	-20967.381756288003	1.0	0.689855	60	60	7200.0
12821.653304064	-23190.191595648	1.0	0.755636	60	60	6000.0
-14595.940579968	-11204.415471744	1.0	1.737555	60	60	3600.0
-20163.548224512	-26230.277817216003	1.0	0.60945	60	60	7200.0
26119.620933120004	19802.448445824	1.0	2.268539	60	60	7200.0
-27862.225053696	-2983.1685523200003	1.0	0.817809	60	60	6300.0
-29072.376102528004	8183.153746944	1.0	1.228222	60	60	7200.0
-19437.816157056	-21936.504572928003	1.0	1.53411	60	60	7200.0
-26956.071039744	-8299.304931456	1.0	1.755773	60	60	7200.0
19007.778518784	-16096.615235712	1.0	4.628525	60	60	7200.0
-8885.376517248002	1249.4544480000002	1.0	1.419416	60	60	2000.0
-3300.7902935040006	-2349.555335424	1.0	1.586708	60	60	1200.0
8079.328528128	1635.8611610880002	1.0	0.670006	60	60	2300.0
-6659.76320064	26921.03401152	1.0	0.543736	60	60	6800.0
-7994.234464128001	-24620.423655168	1.0	0.244974	60	60	7200.0
-29388.694275072	-18129.530529792	1.0	19.915527	60	60	7200.0
2273.105058048	-23016.916745856	1.0	2.781079	60	60	5400.0
-1793.271097728	-14291.156575872	1.0	14.629648	60	60	4200.0
-12852.066686976	-16410.047854464	1.0	0.835141	60	60	5700.0
11322.634663296	20660.386513536	1.0	0.202015	60	60	5200.0
-16985.130839424	-17780.49117504	1.0	2.23879	60	60	7200.0
10950.079574016	-4084.090205184	1.0	1.243181	60	60	3200.0
-10013.70851712	-11196.853164288	1.0	1.037409	60	60	3500.0
24795.869510016	12069.346139136002	1.0	0.390247	60	60	7200.0
28468.460110464	3611.9312064	1.0	1.16883	60	60	6300.0
26075.600546688	7551.072625536	1.0	8.776317	60	60	6000.0
-12271.589180928	903.530783232	1.0	1.282221	60	60	3100.0
3949.951382784	-11657.568117888	1.0	53.307628	60	60	3600.0
-13475.645644032002	25111.128734208	1.0	1.300798	60	60	5800.0
-22841.860352256	-26203.152324096005	1.0	40.649267	60	60	6800.0
11839.156838784002	22319.256465792	1.0	1.871505	60	60	5000.0
17035.933001472	18397.301231232	1.0	1.091436	60	60	6800.0
-6153.412079232	9912.173394816	1.0	1.899868	60	60	2400.0
-14028.435995904	-20554.383852288003	1.0	1.588549	60	60	5200.0
23495.020661376	-18335.075945472	1.0	0.543433	60	60	7200.0
