trucks_count 15
drones_count 15
customers 1000
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
2168.203188096	17739.045739008	1.0	0.792078	60	60	3700.0
11007.04391424	-23010.741692928	1.0	39.251477	60	60	5800.0
-5996.064907008001	10703.783958912	1.0	1.549923	60	60	2400.0
-13405.701944448	-16899.130714752002	1.0	1.779425	60	60	6500.0
13179.952824192002	7094.496904704	1.0	1.014046	60	60	3000.0
14546.944101888	3493.5977514240003	1.0	1.724783	60	60	4500.0
15966.860266368	10949.0914368	1.0	0.970319	60	60	3800.0
-11714.118856704	-23606.422671744	1.0	1.643633	60	60	6200.0
8536.781341439999	-15297.733655424	1.0	44.940994	60	60	4800.0
-21282.476827392	-22141.235660544	1.0	0.703531	60	60	7200.0
-18325.273431168	-22625.532331776	1.0	0.440162	60	60	7200.0
-7816.590245376	-9333.43880832	1.0	2.174884	60	60	2400.0
-16355.69065152	10343.717379072	1.0	1.16239	60	60	4300.0
10024.7244768	6452.832139776001	1.0	1.689933	60	60	2700.0
18020.833826688	3032.21331072	1.0	1.572927	60	60	3900.0
-6877.2113245440005	-4594.801039488	1.0	0.686194	60	60	1900.0
-7318.56426048	-245.334836736	1.0	16.219368	60	60	1700.0
-21448.517675904	7655.477208192	1.0	3.937402	60	60	5000.0
-10175.127329664	-8088.331198464	1.0	1.7151	60	60	4000.0
439.291366272	7516.624617216	1.0	0.648961	60	60	1900.0
2489.724369792	-4184.1753085440005	1.0	0.939946	60	60	1200.0
19161.596399616	-6190.504239744	1.0	1.071329	60	60	5900.0
-20758.0833504	-12837.886756992	1.0	0.398009	60	60	7000.0
11919.498509952	1609.892786304	1.0	1.621924	60	60	3800.0
-9265.825438848	16132.823866368	1.0	0.406774	60	60	4700.0
-6708.511839744	7704.06652224	1.0	0.570972	60	60	3200.0
-11133.259936128	-23208.596053632	1.0	1.434314	60	60	6100.0
17656.679513088	-14147.45342208	1.0	0.822915	60	60	5000.0
9009.471423744	7908.065358336001	1.0	1.116086	60	60	3500.0
6011.727042816	9830.423547648	1.0	0.876257	60	60	2700.0
-14733.491211648	-11421.66725568	1.0	0.749773	60	60	4500.0
-832.431574656	8781.408066816	1.0	31.006858	60	60	2500.0
10590.936757632	-20924.663329152	1.0	34.908709	60	60	4500.0
-2980.204140672	2567.323718784	1.0	1.73496	60	60	1200.0
11542.491975168	-21257.643040128	1.0	49.495712	60	60	6900.0
5475.659384448	15475.849411968	1.0	0.962193	60	60	4400.0
-302.107665024	16898.805627264002	1.0	0.466405	60	60	4100.0
-2185.447309056	-13021.403472	1.0	1.241041	60	60	3500.0
7931.162663424	3722.908349952	1.0	1.981762	60	60	2400.0
-6911.256996864001	21318.484290048	1.0	49.460614	60	60	4800.0
-18972.155689344	-6960.261521664001	1.0	1.423272	60	60	5600.0
-4419.358403327999	-7162.332363648	1.0	1.773228	60	60	2100.0
-15578.501419008002	16666.02850176	1.0	1.625273	60	60	5300.0
16888.927473792002	-8996.303771136	1.0	1.350428	60	60	4700.0
-17974.645653888	-17923.99637952	1.0	0.938504	60	60	7200.0
16026.026189184002	6954.018876288	1.0	1.851463	60	60	3900.0
12737.711530368	23727.871816704	1.0	3.861243	60	60	5600.0
14334.256417536	-10812.108903552002	1.0	1.025488	60	60	5000.0
22349.843657856	-9528.689250432	1.0	0.825882	60	60	4900.0
-14617.30140288	-7483.031170560001	1.0	0.4841	60	60	4400.0
22421.319452928	-4073.653609344	1.0	0.887553	60	60	5900.0
-22114.815060096003	475.614260352	1.0	0.224019	60	60	6900.0
-17203.457665152	-6930.9392739840005	1.0	53.950748	60	60	5400.0
2650.253215104	-17235.428893056003	1.0	58.233699	60	60	5000.0
-2011.1312136960005	4747.5213477120005	1.0	1.151122	60	60	1400.0
-19147.609590912	-13445.362617984	1.0	2.044655	60	60	6400.0
7513.071185664	8652.634797312	1.0	1.597836	60	60	3200.0
-15056.70864192	17713.37348352	1.0	0.84311	60	60	6200.0
7184.555794944	1940.073848064	1.0	2.05957	60	60	1600.0
8958.250832255999	-21762.993149568003	1.0	0.823674	60	60	5900.0
-6938.733326976	-12867.66283968	1.0	1.804691	60	60	3000.0
5628.843183744	20046.634210944	1.0	0.447483	60	60	5800.0
23470.571507328	-14203.004758272002	1.0	1.755969	60	60	6800.0
4415.3286059520005	-2102.4148147200003	1.0	30.782707	60	60	1200.0
-17467.053728256	-18818.580819456	1.0	0.968027	60	60	5800.0
3817.732507776	-2498.915333376	1.0	0.246827	60	60	1200.0
21244.373998848	15851.166135552	1.0	0.253952	60	60	6800.0
14261.75707968	-11708.014614912	1.0	1.221888	60	60	5000.0
-2899.577615616	14411.009251584002	1.0	0.320263	60	60	3600.0
15728.677354368	-12930.597846144	1.0	1.937023	60	60	4200.0
-18465.920440704	20230.538777856	1.0	1.965166	60	60	7200.0
-10458.188408448	-11266.579602432	1.0	1.104052	60	60	3500.0
16484.351266944	-16109.790935040002	1.0	2.039426	60	60	5400.0
22410.340508160003	-15295.609321344	1.0	0.710327	60	60	5200.0
596.477604096	-14623.824074112004	1.0	1.57167	60	60	3900.0
-12941.744162688	19570.286089728	1.0	0.870494	60	60	5900.0
-19780.501821696	-6448.457942784	1.0	0.942449	60	60	6200.0
13602.114332928	8557.644877056	1.0	1.353527	60	60	4600.0
-17148.242681856	-10878.56998272	1.0	1.488366	60	60	4400.0
-11487.9802752	22685.325898752	1.0	1.470183	60	60	7200.0
-1382.677553664	12533.728787712	1.0	1.508999	60	60	2800.0
-12781.82043072	-22985.207841024003	1.0	1.236401	60	60	6400.0
-18127.050530688	-22759.577812224	1.0	1.659377	60	60	5700.0
9303.31993536	22396.477618944	1.0	1.155903	60	60	6600.0
3850.76590272	-16155.61700544	1.0	0.428034	60	60	3800.0
22107.927067776	7536.491968896001	1.0	0.729457	60	60	5300.0
-18773.012244096	-4072.21163712	1.0	0.225985	60	60	4200.0
-2534.18571648	-2828.090555136	1.0	0.500445	60	60	1200.0
20271.237478272	9034.387287552	1.0	1.868361	60	60	6500.0
24071.9238144	-2461.992153984	1.0	1.388118	60	60	5900.0
-15011.296172928	-6023.644235136	1.0	2.163198	60	60	3500.0
17610.887238912	5419.227737088	1.0	1.407933	60	60	4600.0
-11209.092225408	3131.535585024	1.0	1.359203	60	60	3200.0
-6081.897659904001	19849.468649472	1.0	0.876763	60	60	6100.0
-9358.594464384	-23438.284848	1.0	1.257505	60	60	7100.0
-5686.864862976	-20280.73582656	1.0	1.212201	60	60	4100.0
-21274.322281344	-910.3254336	1.0	2.169456	60	60	5600.0
2768.1360537600003	8672.185108224	1.0	53.028084	60	60	1800.0
-11638.095055488	-13484.514738815998	1.0	1.836474	60	60	5500.0
11234.920587264	-3752.972505216	1.0	1.648052	60	60	3500.0
15914.619350784	10533.457427328	1.0	1.458428	60	60	3800.0
22532.63455872	-3773.739480192	1.0	0.702932	60	60	5300.0
20872.477131264	3654.279484416	1.0	1.250722	60	60	4400.0
-15395.3468064	-1462.39479936	1.0	0.562929	60	60	3700.0
